source,output,assigned_rank,source_rank_token,removed_ranges,chains,removed_atom_records,removed_residue_count,removed_residues,retained_coordinate_records
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.37.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank38.pdb,38,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.38.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank39.pdb,39,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.39.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank40.pdb,40,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.40.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank41.pdb,41,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.41.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank42.pdb,42,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.42.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank43.pdb,43,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.43.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank44.pdb,44,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.44.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank45.pdb,45,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.45.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank46.pdb,46,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.46.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank47.pdb,47,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.47.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank48.pdb,48,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.48.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank49.pdb,49,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.49.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank50.pdb,50,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.50.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank51.pdb,51,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.51.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank52.pdb,52,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.52.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank53.pdb,53,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.53.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank54.pdb,54,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.54.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank55.pdb,55,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.55.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank56.pdb,56,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.56.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank57.pdb,57,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.57.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank58.pdb,58,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.58.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank59.pdb,59,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.59.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank60.pdb,60,,0,A,0,0,,2315
