input_order,source_prediction_index,numbering_index,target_id,standard_structure_id,original_structure_id,original_filename,source_path,input_pdb_path,source_af2_path,source_af2_match,plddt_filter_scope_requested,plddt_filter_scope_applied,plddt_filter_pdb_path,plddt_source_status,rank,model,seed
294,,294,PTP1B,PTP1B_AF2_0294,PTP1B.AF2rank294,PTP1B.AF2rank294.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank294.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank294.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.293.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.293.pdb,manifest_unique_filename,,,
295,,295,PTP1B,PTP1B_AF2_0295,PTP1B.AF2rank295,PTP1B.AF2rank295.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank295.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank295.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.294.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.294.pdb,manifest_unique_filename,,,
296,,296,PTP1B,PTP1B_AF2_0296,PTP1B.AF2rank296,PTP1B.AF2rank296.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank296.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank296.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.295.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.295.pdb,manifest_unique_filename,,,
297,,297,PTP1B,PTP1B_AF2_0297,PTP1B.AF2rank297,PTP1B.AF2rank297.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank297.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank297.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.296.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.296.pdb,manifest_unique_filename,,,
298,,298,PTP1B,PTP1B_AF2_0298,PTP1B.AF2rank298,PTP1B.AF2rank298.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank298.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank298.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.297.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.297.pdb,manifest_unique_filename,,,
299,,299,PTP1B,PTP1B_AF2_0299,PTP1B.AF2rank299,PTP1B.AF2rank299.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank299.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank299.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.298.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.298.pdb,manifest_unique_filename,,,
300,,300,PTP1B,PTP1B_AF2_0300,PTP1B.AF2rank300,PTP1B.AF2rank300.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank300.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank300.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.299.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.299.pdb,manifest_unique_filename,,,
301,,301,PTP1B,PTP1B_AF2_0301,PTP1B.AF2rank301,PTP1B.AF2rank301.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank301.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank301.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.300.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.300.pdb,manifest_unique_filename,,,
302,,302,PTP1B,PTP1B_AF2_0302,PTP1B.AF2rank302,PTP1B.AF2rank302.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank302.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank302.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.301.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.301.pdb,manifest_unique_filename,,,
303,,303,PTP1B,PTP1B_AF2_0303,PTP1B.AF2rank303,PTP1B.AF2rank303.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank303.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank303.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.302.pdb,manifest_unique_filename,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/PTP1B/01_af2/6B90.302.pdb,manifest_unique_filename,,,
