standard_structure_id,complex_pdb_path,plip_work_dir,plip_report_path,ged_file_path,n_ligand_atoms,n_ligand_nodes,n_protein_nodes,n_total_nodes,n_interaction_records,n_ligand_connectivity_edges,n_total_edges,status,error_message
AqTMK_91,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_91_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_91,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_91/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_91_final.txt,21,21,9,30,15,18,32,success,
AqTMK_92,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_92_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_92,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_92/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_92_final.txt,21,21,9,30,14,18,31,success,
AqTMK_93,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_93_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_93,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_93/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_93_final.txt,21,21,9,30,15,18,32,success,
AqTMK_94,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_94_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_94,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_94/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_94_final.txt,21,21,8,29,14,18,31,success,
AqTMK_95,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_95_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_95,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_95/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_95_final.txt,21,21,9,30,16,18,33,success,
AqTMK_97,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_97_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_97,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_97/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_97_final.txt,21,21,11,32,20,18,37,success,
AqTMK_98,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_98_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_98,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_98/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_98_final.txt,21,21,10,31,15,18,32,success,
AqTMK_99,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_99_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_99,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_99/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_99_final.txt,21,21,9,30,15,18,32,success,
AqTMK_101,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_101_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_101,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_101/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_101_final.txt,21,21,9,30,15,18,32,success,
AqTMK_102,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_102_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_102,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_102/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_102_final.txt,21,21,9,30,13,18,30,success,
AqTMK_103,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_103_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_103,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_103/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_103_final.txt,21,21,9,30,15,18,32,success,
AqTMK_104,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_104_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_104,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_104/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_104_final.txt,21,21,9,30,15,18,32,success,
AqTMK_106,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_106_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_106,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_106/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_106_final.txt,21,21,9,30,15,18,32,success,
AqTMK_108,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_108_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_108,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_108/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_108_final.txt,21,21,9,30,14,18,31,success,
AqTMK_109,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_109_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_109,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_109/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_109_final.txt,21,21,9,30,16,18,33,success,
AqTMK_110,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_110_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_110,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_110/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_110_final.txt,21,21,9,30,14,18,31,success,
AqTMK_111,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_111_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_111,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_111/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_111_final.txt,21,21,10,31,16,18,33,success,
AqTMK_112,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_112_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_112,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_112/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_112_final.txt,21,21,9,30,14,18,31,success,
AqTMK_114,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_114_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_114,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_114/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_114_final.txt,21,21,9,30,15,18,32,success,
AqTMK_116,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_116_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_116,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_116/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_116_final.txt,21,21,9,30,16,18,33,success,
AqTMK_117,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_117_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_117,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_117/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_117_final.txt,21,21,9,30,15,18,32,success,
AqTMK_118,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_118_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_118,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_118/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_118_final.txt,21,21,9,30,15,18,32,success,
AqTMK_119,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_119_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_119,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_119/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_119_final.txt,21,21,9,30,14,18,31,success,
AqTMK_120,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_120_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_120,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_120/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_120_final.txt,21,21,9,30,16,18,33,success,
AqTMK_121,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_121_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_121,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_121/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_121_final.txt,21,21,8,29,12,18,29,success,
AqTMK_122,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_122_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_122,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_122/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_122_final.txt,21,21,8,29,14,18,31,success,
AqTMK_123,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_123_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_123,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_123/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_123_final.txt,21,21,9,30,14,18,31,success,
AqTMK_124,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_124_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_124,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_124/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_124_final.txt,21,21,9,30,13,18,30,success,
AqTMK_128,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_128_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_128,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_128/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_128_final.txt,21,21,10,31,17,18,34,success,
AqTMK_131,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_131_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_131,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_131/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_131_final.txt,21,21,9,30,15,18,32,success,
AqTMK_132,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_132_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_132,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_132/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_132_final.txt,21,21,8,29,14,18,31,success,
AqTMK_133,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_133_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_133,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_133/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_133_final.txt,21,21,9,30,14,18,31,success,
AqTMK_134,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_134_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_134,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_134/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_134_final.txt,21,21,11,32,20,18,37,success,
AqTMK_139,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_139_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_139,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_139/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_139_final.txt,21,21,9,30,16,18,33,success,
AqTMK_140,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_140_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_140,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_140/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_140_final.txt,21,21,11,32,20,18,37,success,
AqTMK_149,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_149_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_149,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_149/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_149_final.txt,21,21,9,30,15,18,32,success,
AqTMK_153,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_153_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_153,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_153/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_153_final.txt,21,21,9,30,13,18,30,success,
AqTMK_155,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_155_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_155,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_155/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_155_final.txt,21,21,9,30,15,18,32,success,
AqTMK_156,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_156_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_156,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_156/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_156_final.txt,21,21,9,30,16,18,33,success,
AqTMK_159,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_159_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_159,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_159/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_159_final.txt,21,21,9,30,15,18,32,success,
AqTMK_163,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_163_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_163,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_163/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_163_final.txt,21,21,9,30,16,18,33,success,
AqTMK_165,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_165_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_165,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_165/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_165_final.txt,21,21,9,30,15,18,32,success,
AqTMK_167,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_167_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_167,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_167/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_167_final.txt,21,21,9,30,14,18,31,success,
AqTMK_171,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_171_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_171,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_171/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_171_final.txt,21,21,9,30,16,18,33,success,
AqTMK_172,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_172_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_172,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_172/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_172_final.txt,21,21,9,30,14,18,31,success,
AqTMK_173,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_173_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_173,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_173/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_173_final.txt,21,21,10,31,15,18,32,success,
AqTMK_175,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_175_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_175,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_175/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_175_final.txt,21,21,10,31,17,18,34,success,
AqTMK_178,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_178_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_178,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_178/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_178_final.txt,21,21,9,30,14,18,31,success,
AqTMK_179,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_179_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_179,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_179/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_179_final.txt,21,21,9,30,15,18,32,success,
AqTMK_181,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_181_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_181,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_181/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_181_final.txt,21,21,9,30,15,18,32,success,
AqTMK_184,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_184_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_184,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_184/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_184_final.txt,21,21,10,31,14,18,31,success,
AqTMK_185,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_185_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_185,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_185/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_185_final.txt,21,21,10,31,17,18,34,success,
AqTMK_186,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_186_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_186,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_186/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_186_final.txt,21,21,9,30,16,18,33,success,
AqTMK_187,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_187_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_187,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_187/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_187_final.txt,21,21,9,30,15,18,32,success,
AqTMK_188,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_188_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_188,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_188/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_188_final.txt,21,21,9,30,15,18,32,success,
AqTMK_191,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_191_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_191,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_191/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_191_final.txt,21,21,8,29,15,18,32,success,
AqTMK_193,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_193_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_193,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_193/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_193_final.txt,21,21,7,28,13,18,30,success,
AqTMK_195,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_195_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_195,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_195/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_195_final.txt,21,21,9,30,14,18,31,success,
AqTMK_196,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_196_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_196,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_196/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_196_final.txt,21,21,10,31,17,18,34,success,
AqTMK_197,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_197_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_197,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_197/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_197_final.txt,21,21,10,31,16,18,33,success,
AqTMK_198,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_198_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_198,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_198/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_198_final.txt,21,21,9,30,15,18,32,success,
AqTMK_200,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_200_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_200,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_200/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_200_final.txt,21,21,10,31,16,18,33,success,
AqTMK_201,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_201_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_201,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_201/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_201_final.txt,21,21,8,29,14,18,31,success,
AqTMK_207,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_207_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_207,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_207/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_207_final.txt,21,21,10,31,17,18,34,success,
AqTMK_208,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_208_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_208,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_208/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_208_final.txt,21,21,10,31,16,18,33,success,
AqTMK_211,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_211_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_211,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_211/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_211_final.txt,21,21,10,31,14,18,31,success,
AqTMK_214,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_214_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_214,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_214/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_214_final.txt,21,21,10,31,18,18,35,success,
AqTMK_217,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_217_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_217,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_217/report.xml,results/AqTMK/05_plip_interaction_graphs/ged_input_files/AqTMK_217_final.txt,21,21,11,32,17,18,34,success,
