merged_class,label,representative_structure_id,structure_ids,n_structures,is_catalytic_candidate,input_folder,input_source,graph_file,representative_pdb_path,original_classes,n_common_edges_missing,missing_common_edges,n_rare_edges_present,rare_edges_present,panel_svg,panel_png,topology_status,n_ligand_nodes,n_ligand_bond_edges,n_interaction_ligand_nodes,n_unattached_plip_ligand_nodes,unattached_plip_ligand_nodes,n_disconnected_ligand_entities,disconnected_ligand_entities,topology_message
class_21,Class 21,PTP1B_75,PTP1B_75;PTP1B_104;PTP1B_154;PTP1B_175;PTP1B_225;PTP1B_282,6,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_75,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_71/PTP1B_75_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_75_complex.pdb,class_52;class_56;class_71,1,D48 | Polar contact | N1 site,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_21.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_21.png,ok,17,17,7,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_22,Class 22,PTP1B_189,PTP1B_189,1,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_189,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_53/PTP1B_189_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_189_complex.pdb,class_53,0,,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_22.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_22.png,ok,17,17,8,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_23,Class 23,PTP1B_216,PTP1B_216,1,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_216,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_54/PTP1B_216_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_216_complex.pdb,class_54,1,D48 | Polar contact | N1 site,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_23.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_23.png,ok,17,17,7,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_24,Class 24,PTP1B_224,PTP1B_224,1,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_224,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_55/PTP1B_224_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_224_complex.pdb,class_55,1,D48 | Polar contact | N1 site,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_24.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_24.png,ok,17,17,8,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_25,Class 25,PTP1B_262,PTP1B_262,1,True,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_262,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_60/PTP1B_262_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_262_complex.pdb,class_60,0,,1,Q262 | Polar contact | N1 site,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_25.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_25.png,ok,17,17,7,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_26,Class 26,PTP1B_268,PTP1B_268,1,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_268,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_61/PTP1B_268_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_268_complex.pdb,class_61,1,G220 | Polar contact | Phosphate unit,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_26.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_26.png,ok,17,17,9,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_27,Class 27,PTP1B_271,PTP1B_271,1,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_271,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_62/PTP1B_271_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_271_complex.pdb,class_62,1,G220 | Polar contact | Phosphate unit,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_27.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_27.png,ok,17,17,9,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_28,Class 28,PTP1B_294,PTP1B_294,1,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_294,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_64/PTP1B_294_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_294_complex.pdb,class_64,1,G220 | Polar contact | Phosphate unit,1,V49 | Hydrophobic contact | Aromatic ring unit,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_28.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_28.png,ok,17,17,9,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_29,Class 29,PTP1B_173,PTP1B_173;PTP1B_283;PTP1B_299;PTP1B_304,4,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_173,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_76/PTP1B_173_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_173_complex.pdb,class_65;class_76,1,G220 | Polar contact | Phosphate unit,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_29.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_29.png,ok,17,17,8,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_30,Class 30,PTP1B_1,PTP1B_1;PTP1B_61,2,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_1,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_5/PTP1B_18_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_1_complex.pdb,class_67,1,G218 | Polar contact | Phosphate unit,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_30.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_30.png,ok,17,17,8,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_31,Class 31,PTP1B_48,PTP1B_48;PTP1B_113;PTP1B_128;PTP1B_170,4,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_48,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_70/PTP1B_48_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_48_complex.pdb,class_70,1,D48 | Polar contact | N1 site,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_31.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_31.png,ok,17,17,7,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_32,Class 32,PTP1B_105,PTP1B_105;PTP1B_235;PTP1B_280;PTP1B_302;PTP1B_319,5,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_105,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_73/PTP1B_105_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_105_complex.pdb,class_73;class_93;class_95;class_97,1,G220 | Polar contact | Phosphate unit,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_32.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_32.png,ok,17,17,9,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_33,Class 33,PTP1B_84,PTP1B_84;PTP1B_149;PTP1B_151,3,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_84,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_88/PTP1B_84_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_84_complex.pdb,class_75;class_88;class_91,1,D48 | Polar contact | N1 site,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_33.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_33.png,ok,17,17,7,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_34,Class 34,PTP1B_220,PTP1B_220;PTP1B_240,2,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_220,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_80/PTP1B_220_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_220_complex.pdb,class_80,1,D48 | Polar contact | N1 site,1,Q262 | Polar contact | N1 site,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_34.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_34.png,ok,17,17,7,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_35,Class 35,PTP1B_221,PTP1B_221;PTP1B_260;PTP1B_264;PTP1B_306,4,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_221,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_80/PTP1B_221_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_221_complex.pdb,class_81;class_83;class_84,1,G220 | Polar contact | Phosphate unit,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_35.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_35.png,ok,17,17,9,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_36,Class 36,PTP1B_245,PTP1B_245,1,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_245,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_82/PTP1B_245_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_245_complex.pdb,class_82,1,D48 | Polar contact | N1 site,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_36.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_36.png,ok,17,17,7,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_37,Class 37,PTP1B_284,PTP1B_284,1,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_284,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_85/PTP1B_284_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_284_complex.pdb,class_85,1,Y46 | Hydrophobic contact | Aromatic ring unit,2,Q262 | Polar contact | N1 site;Y46 | π contact | Aromatic ring unit,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_37.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_37.png,ok,17,17,7,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_38,Class 38,PTP1B_119,PTP1B_119;PTP1B_179;PTP1B_233,3,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_119,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_90/PTP1B_119_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_119_complex.pdb,class_90;class_92,1,D48 | Polar contact | N1 site,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_38.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_38.png,ok,17,17,7,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_39,Class 39,PTP1B_256,PTP1B_256,1,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_256,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_94/PTP1B_256_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_256_complex.pdb,class_94,1,D48 | Polar contact | N1 site,1,R47 | Polar contact | N1 site,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_39.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_39.png,ok,17,17,7,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_40,Class 40,PTP1B_26,PTP1B_26,1,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_26,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_98/PTP1B_26_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_26_complex.pdb,class_98,2,D48 | Polar contact | N1 site;Y46 | Hydrophobic contact | Aromatic ring unit,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_40.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_40.png,ok,17,17,5,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_41,Class 41,PTP1B_165,PTP1B_165;PTP1B_254,2,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_165,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_99/PTP1B_165_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_165_complex.pdb,class_99,1,D48 | Polar contact | N1 site,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_41.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_41.png,ok,17,17,6,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
class_42,Class 42,PTP1B_257,PTP1B_257,1,False,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_257,step06_plip_folder,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/07_ged_classification/classes/class_100/PTP1B_257_final.txt,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_257_complex.pdb,class_100,1,Y46 | Hydrophobic contact | Aromatic ring unit,0,,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_42.svg,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/09_class_visualization/figures/class_panels/PTP1B_class_42.png,ok,17,17,6,0,,0,,All PLIP ligand endpoints are attached to their within-entity covalent topology.
