standard_structure_id,complex_pdb_path,plip_work_dir,plip_report_path,ged_file_path,n_ligand_atoms,n_ligand_nodes,n_protein_nodes,n_total_nodes,n_interaction_records,n_ligand_connectivity_edges,n_total_edges,status,error_message
PTP1B_69,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_69_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_69,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_69/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_69_final.txt,17,17,10,27,13,17,30,success,
PTP1B_70,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_70_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_70,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_70/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_70_final.txt,17,17,9,26,11,17,28,success,
PTP1B_71,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_71_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_71,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_71/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_71_final.txt,17,17,9,26,12,17,29,success,
PTP1B_72,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_72_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_72,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_72/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_72_final.txt,17,17,10,27,14,17,31,success,
PTP1B_73,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_73_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_73,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_73/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_73_final.txt,17,17,12,29,15,17,32,success,
PTP1B_74,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_74_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_74,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_74/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_74_final.txt,17,17,10,27,13,17,30,success,
PTP1B_75,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_75_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_75,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_75/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_75_final.txt,17,17,9,26,12,17,29,success,
PTP1B_76,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_76_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_76,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_76/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_76_final.txt,17,17,9,26,12,17,29,success,
PTP1B_77,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_77_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_77,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_77/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_77_final.txt,17,17,10,27,14,17,31,success,
PTP1B_78,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_78_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_78,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_78/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_78_final.txt,17,17,11,28,16,17,33,success,
PTP1B_79,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_79_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_79,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_79/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_79_final.txt,17,17,9,26,13,17,30,success,
PTP1B_80,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_80_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_80,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_80/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_80_final.txt,17,17,11,28,16,17,33,success,
PTP1B_81,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_81_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_81,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_81/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_81_final.txt,17,17,10,27,15,17,32,success,
PTP1B_82,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_82_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_82,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_82/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_82_final.txt,17,17,9,26,11,17,28,success,
PTP1B_83,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_83_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_83,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_83/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_83_final.txt,17,17,9,26,13,17,30,success,
PTP1B_84,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_84_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_84,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_84/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_84_final.txt,17,17,8,25,11,17,28,success,
PTP1B_85,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_85_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_85,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_85/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_85_final.txt,17,17,9,26,14,17,31,success,
PTP1B_86,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_86_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_86,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_86/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_86_final.txt,17,17,10,27,14,17,31,success,
PTP1B_87,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_87_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_87,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_87/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_87_final.txt,17,17,9,26,13,17,30,success,
PTP1B_88,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_88_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_88,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_88/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_88_final.txt,17,17,10,27,13,17,30,success,
PTP1B_89,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_89_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_89,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_89/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_89_final.txt,17,17,9,26,11,17,28,success,
PTP1B_90,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_90_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_90,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_90/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_90_final.txt,17,17,9,26,11,17,28,success,
PTP1B_91,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_91_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_91,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_91/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_91_final.txt,17,17,10,27,13,17,30,success,
PTP1B_92,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_92_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_92,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_92/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_92_final.txt,17,17,9,26,12,17,29,success,
PTP1B_93,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_93_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_93,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_93/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_93_final.txt,17,17,10,27,13,17,30,success,
PTP1B_94,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_94_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_94,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_94/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_94_final.txt,17,17,9,26,12,17,29,success,
PTP1B_95,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_95_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_95,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_95/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_95_final.txt,17,17,9,26,13,17,30,success,
PTP1B_96,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_96_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_96,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_96/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_96_final.txt,17,17,9,26,12,17,29,success,
PTP1B_97,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_97_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_97,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_97/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_97_final.txt,17,17,9,26,12,17,29,success,
PTP1B_98,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_98_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_98,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_98/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_98_final.txt,17,17,10,27,13,17,30,success,
PTP1B_99,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_99_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_99,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_99/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_99_final.txt,17,17,9,26,12,17,29,success,
PTP1B_100,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_100_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_100,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_100/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_100_final.txt,17,17,10,27,14,17,31,success,
PTP1B_101,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_101_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_101,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_101/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_101_final.txt,17,17,10,27,13,17,30,success,
PTP1B_102,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_102_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_102,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_102/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_102_final.txt,17,17,11,28,15,17,32,success,
PTP1B_103,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_103_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_103,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_103/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_103_final.txt,17,17,10,27,15,17,32,success,
PTP1B_104,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_104_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_104,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_104/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_104_final.txt,17,17,9,26,12,17,29,success,
PTP1B_105,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_105_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_105,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_105/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_105_final.txt,17,17,8,25,12,17,29,success,
PTP1B_106,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_106_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_106,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_106/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_106_final.txt,17,17,10,27,13,17,30,success,
PTP1B_107,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_107_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_107,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_107/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_107_final.txt,17,17,11,28,15,17,32,success,
PTP1B_108,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_108_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_108,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_108/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_108_final.txt,17,17,10,27,14,17,31,success,
PTP1B_109,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_109_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_109,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_109/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_109_final.txt,17,17,11,28,16,17,33,success,
PTP1B_110,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_110_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_110,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_110/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_110_final.txt,17,17,9,26,12,17,29,success,
PTP1B_111,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_111_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_111,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_111/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_111_final.txt,17,17,9,26,12,17,29,success,
PTP1B_112,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_112_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_112,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_112/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_112_final.txt,17,17,9,26,11,17,28,success,
PTP1B_113,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_113_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_113,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_113/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_113_final.txt,17,17,9,26,12,17,29,success,
PTP1B_114,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_114_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_114,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_114/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_114_final.txt,17,17,10,27,13,17,30,success,
PTP1B_115,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_115_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_115,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_115/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_115_final.txt,17,17,11,28,14,17,31,success,
PTP1B_116,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_116_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_116,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_116/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_116_final.txt,17,17,10,27,13,17,30,success,
PTP1B_117,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_117_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_117,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_117/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_117_final.txt,17,17,9,26,13,17,30,success,
PTP1B_118,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_118_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_118,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_118/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_118_final.txt,17,17,10,27,14,17,31,success,
PTP1B_119,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_119_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_119,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_119/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_119_final.txt,17,17,9,26,11,17,28,success,
PTP1B_120,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_120_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_120,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_120/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_120_final.txt,17,17,11,28,16,17,33,success,
PTP1B_121,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_121_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_121,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_121/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_121_final.txt,17,17,9,26,12,17,29,success,
PTP1B_122,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_122_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_122,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_122/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_122_final.txt,17,17,10,27,13,17,30,success,
PTP1B_123,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_123_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_123,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_123/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_123_final.txt,17,17,10,27,13,17,30,success,
PTP1B_124,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_124_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_124,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_124/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_124_final.txt,17,17,10,27,14,17,31,success,
PTP1B_125,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_125_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_125,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_125/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_125_final.txt,17,17,9,26,11,17,28,success,
PTP1B_126,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_126_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_126,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_126/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_126_final.txt,17,17,11,28,15,17,32,success,
PTP1B_127,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_127_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_127,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_127/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_127_final.txt,17,17,10,27,13,17,30,success,
PTP1B_128,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_128_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_128,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_128/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_128_final.txt,17,17,9,26,12,17,29,success,
PTP1B_129,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_129_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_129,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_129/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_129_final.txt,17,17,11,28,16,17,33,success,
PTP1B_130,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_130_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_130,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_130/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_130_final.txt,17,17,9,26,11,17,28,success,
PTP1B_131,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_131_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_131,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_131/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_131_final.txt,17,17,10,27,15,17,32,success,
PTP1B_132,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_132_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_132,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_132/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_132_final.txt,17,17,9,26,12,17,29,success,
PTP1B_133,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_133_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_133,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_133/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_133_final.txt,17,17,9,26,12,17,29,success,
PTP1B_134,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_134_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_134,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_134/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_134_final.txt,17,17,10,27,13,17,30,success,
PTP1B_135,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_135_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_135,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_135/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_135_final.txt,17,17,10,27,13,17,30,success,
PTP1B_136,/home/wms/AF2-test/AF2-CatGraph/results/PTP1B/02_template_guided_docking/complexes/PTP1B_136_complex.pdb,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_136,results/PTP1B/05_plip_interaction_graphs/plip_outputs/PTP1B_136/report.xml,results/PTP1B/05_plip_interaction_graphs/ged_input_files/PTP1B_136_final.txt,17,17,10,27,15,17,32,success,
