standard_structure_id,complex_pdb_path,plip_work_dir,plip_report_path,ged_file_path,n_ligand_atoms,n_ligand_nodes,n_protein_nodes,n_total_nodes,n_interaction_records,n_ligand_connectivity_edges,n_total_edges,status,error_message
GAC_72,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_72_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_72,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_72/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_72_final.txt,10,10,7,17,10,9,19,success,
GAC_73,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_73_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_73,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_73/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_73_final.txt,10,10,7,17,10,9,19,success,
GAC_74,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_74_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_74,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_74/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_74_final.txt,10,10,7,17,10,9,19,success,
GAC_75,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_75_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_75,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_75/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_75_final.txt,10,10,7,17,10,9,19,success,
GAC_76,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_76_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_76,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_76/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_76_final.txt,10,10,7,17,10,9,19,success,
GAC_77,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_77_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_77,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_77/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_77_final.txt,10,10,7,17,10,9,19,success,
GAC_78,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_78_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_78,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_78/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_78_final.txt,10,10,7,17,10,9,19,success,
GAC_79,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_79_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_79,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_79/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_79_final.txt,10,10,7,17,10,9,19,success,
GAC_80,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_80_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_80,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_80/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_80_final.txt,10,10,7,17,10,9,19,success,
GAC_81,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_81_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_81,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_81/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_81_final.txt,10,10,7,17,10,9,19,success,
GAC_82,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_82_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_82,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_82/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_82_final.txt,10,10,7,17,9,9,18,success,
GAC_84,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_84_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_84,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_84/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_84_final.txt,10,10,6,16,9,9,18,success,
GAC_85,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_85_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_85,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_85/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_85_final.txt,10,10,7,17,9,9,18,success,
GAC_86,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_86_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_86,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_86/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_86_final.txt,10,10,7,17,9,9,18,success,
GAC_87,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_87_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_87,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_87/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_87_final.txt,10,10,8,18,10,9,19,success,
GAC_88,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_88_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_88,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_88/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_88_final.txt,10,10,7,17,10,9,19,success,
GAC_89,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_89_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_89,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_89/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_89_final.txt,10,10,7,17,10,9,19,success,
GAC_91,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_91_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_91,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_91/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_91_final.txt,10,10,7,17,10,9,19,success,
GAC_92,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_92_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_92,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_92/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_92_final.txt,10,10,7,17,10,9,19,success,
GAC_93,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_93_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_93,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_93/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_93_final.txt,10,10,7,17,10,9,19,success,
GAC_94,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_94_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_94,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_94/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_94_final.txt,10,10,7,17,10,9,19,success,
GAC_95,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_95_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_95,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_95/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_95_final.txt,10,10,7,17,9,9,18,success,
GAC_97,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_97_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_97,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_97/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_97_final.txt,10,10,7,17,10,9,19,success,
GAC_98,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_98_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_98,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_98/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_98_final.txt,10,10,7,17,10,9,19,success,
GAC_99,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_99_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_99,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_99/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_99_final.txt,10,10,7,17,10,9,19,success,
GAC_100,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_100_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_100,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_100/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_100_final.txt,10,10,7,17,10,9,19,success,
GAC_101,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_101_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_101,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_101/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_101_final.txt,10,10,8,18,10,9,19,success,
GAC_102,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_102_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_102,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_102/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_102_final.txt,10,10,7,17,10,9,19,success,
GAC_103,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_103_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_103,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_103/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_103_final.txt,10,10,8,18,11,9,20,success,
GAC_104,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_104_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_104,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_104/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_104_final.txt,10,10,7,17,10,9,19,success,
GAC_105,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_105_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_105,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_105/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_105_final.txt,10,10,8,18,11,9,20,success,
GAC_106,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_106_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_106,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_106/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_106_final.txt,10,10,8,18,10,9,19,success,
GAC_107,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_107_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_107,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_107/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_107_final.txt,10,10,8,18,10,9,19,success,
GAC_108,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_108_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_108,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_108/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_108_final.txt,10,10,8,18,10,9,19,success,
GAC_109,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_109_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_109,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_109/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_109_final.txt,10,10,7,17,10,9,19,success,
GAC_110,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_110_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_110,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_110/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_110_final.txt,10,10,7,17,9,9,18,success,
GAC_111,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_111_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_111,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_111/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_111_final.txt,10,10,7,17,10,9,19,success,
GAC_112,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_112_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_112,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_112/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_112_final.txt,10,10,8,18,11,9,20,success,
GAC_113,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_113_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_113,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_113/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_113_final.txt,10,10,7,17,10,9,19,success,
GAC_114,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_114_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_114,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_114/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_114_final.txt,10,10,7,17,10,9,19,success,
GAC_116,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_116_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_116,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_116/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_116_final.txt,10,10,7,17,10,9,19,success,
GAC_117,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_117_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_117,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_117/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_117_final.txt,10,10,8,18,11,9,20,success,
GAC_118,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_118_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_118,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_118/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_118_final.txt,10,10,7,17,10,9,19,success,
GAC_119,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_119_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_119,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_119/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_119_final.txt,10,10,7,17,10,9,19,success,
GAC_120,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_120_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_120,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_120/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_120_final.txt,10,10,7,17,10,9,19,success,
GAC_121,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_121_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_121,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_121/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_121_final.txt,10,10,7,17,9,9,18,success,
GAC_123,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_123_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_123,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_123/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_123_final.txt,10,10,7,17,10,9,19,success,
GAC_124,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_124_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_124,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_124/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_124_final.txt,10,10,7,17,10,9,19,success,
GAC_128,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_128_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_128,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_128/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_128_final.txt,10,10,8,18,11,9,20,success,
GAC_129,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_129_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_129,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_129/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_129_final.txt,10,10,8,18,11,9,20,success,
GAC_130,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_130_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_130,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_130/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_130_final.txt,10,10,7,17,10,9,19,success,
GAC_131,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_131_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_131,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_131/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_131_final.txt,10,10,7,17,10,9,19,success,
GAC_132,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_132_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_132,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_132/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_132_final.txt,10,10,7,17,10,9,19,success,
GAC_133,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_133_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_133,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_133/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_133_final.txt,10,10,7,17,10,9,19,success,
GAC_134,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_134_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_134,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_134/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_134_final.txt,10,10,7,17,10,9,19,success,
GAC_135,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_135_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_135,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_135/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_135_final.txt,10,10,7,17,10,9,19,success,
GAC_136,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_136_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_136,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_136/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_136_final.txt,10,10,7,17,9,9,18,success,
GAC_137,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_137_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_137,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_137/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_137_final.txt,10,10,7,17,10,9,19,success,
GAC_139,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_139_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_139,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_139/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_139_final.txt,10,10,8,18,11,9,20,success,
GAC_141,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_141_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_141,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_141/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_141_final.txt,10,10,6,16,9,9,18,success,
GAC_142,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_142_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_142,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_142/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_142_final.txt,10,10,6,16,9,9,18,success,
GAC_144,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_144_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_144,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_144/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_144_final.txt,10,10,7,17,10,9,19,success,
GAC_145,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_145_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_145,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_145/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_145_final.txt,10,10,7,17,10,9,19,success,
GAC_146,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_146_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_146,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_146/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_146_final.txt,10,10,7,17,9,9,18,success,
GAC_147,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_147_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_147,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_147/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_147_final.txt,10,10,7,17,10,9,19,success,
GAC_148,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_148_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_148,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_148/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_148_final.txt,10,10,7,17,9,9,18,success,
GAC_149,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_149_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_149,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_149/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_149_final.txt,10,10,7,17,10,9,19,success,
GAC_150,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_150_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_150,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_150/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_150_final.txt,10,10,7,17,10,9,19,success,
GAC_151,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_151_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_151,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_151/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_151_final.txt,10,10,7,17,10,9,19,success,
GAC_152,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_152_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_152,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_152/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_152_final.txt,10,10,7,17,10,9,19,success,
GAC_153,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_153_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_153,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_153/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_153_final.txt,10,10,7,17,10,9,19,success,
GAC_154,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_154_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_154,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_154/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_154_final.txt,10,10,7,17,10,9,19,success,
GAC_155,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_155_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_155,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_155/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_155_final.txt,10,10,7,17,10,9,19,success,
GAC_156,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_156_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_156,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_156/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_156_final.txt,10,10,7,17,10,9,19,success,
GAC_159,/home/wms/AF2-test/AF2-CatGraph/results/GAC/02_template_guided_docking/complexes/GAC_159_complex.pdb,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_159,results/GAC/05_plip_interaction_graphs/plip_outputs/GAC_159/report.xml,results/GAC/05_plip_interaction_graphs/ged_input_files/GAC_159_final.txt,10,10,7,17,10,9,19,success,
